情感分析结果,评价倾向,商品评论
0.9993848808963439,喜欢,很好很强大，反应很快，不愧是赶上桌面级CPU的A12X，现在在找什么好玩的ipad 游戏
0.9997446525599822,喜欢,外观材质：有种5s那种手感，棱角分明，金属质感
0.9940665354886397,喜欢,屏幕效果：细腻，超视网膜技术不会让眼睛看着很累，色彩绚丽，阵列排布很好
0.9999972157339937,喜欢,运行速度：不愧是12x仿生cpu，速度真的比开源的安卓好很多，系统生态很好
0.7973665056310287,喜欢,轻薄程度：和手机一样薄厚，两枚硬币的厚度
0.9999999905487634,喜欢,头天拍的第二天就收到了，收到后很惊喜！一直信赖京东全新未激活产品，我自己激活的，比我的2代ipad手感好的太多，方方正正的图像也很清晰，这代ipad真的不错！买了不会后悔的！不管是图像还是声音都很棒！安兔兔跑分很高，鉴别了是全新国行真机！我的电子产品都是在京东买的！！
0.9959548466676149,喜欢,外观材质：这手感真的没得说，特别薄，摸起来特别舒服，一定选深空灰。
0.9992260041595306,喜欢,屏幕效果：边框很窄，视觉效果非常棒，画图，设计，看电视都很棒！
0.9998185614973631,喜欢,运行速度：速度也是一级棒，丝滑，流畅，用了一个多月了，没有丝毫卡顿过。
0.9926239799673368,喜欢,总的来说买这款设计的话很完美，但是注意自己的自控能力，如果自控能力不强，资金也不宽裕的买air3就好了，土豪请无视。买前生产力买后爱奇艺真的不是说说而已，哈哈哈&hellip;
0.33536049256671885,不喜欢,外观材质：比之前所有款式iPad颜值都好看，轻薄，厚度和手机差不多，11寸的刚好塞进我的小包里，12寸的太大了
0.959028422885827,喜欢,屏幕效果：屏幕细腻，显示效果很棒
0.9986951753846218,喜欢,运行速度：12x内核已经完全够用了，买的是256G的已经完全够用了，我一般是做一下笔记之类，很少缓存电影或者其他视频
0.6524081491955437,喜欢,其他特色：还了类纸膜，配上pencil简直是爽到飞起，比之前的钢化膜好的不得了
0.9994406077763278,喜欢,耐思，苹果ipad当中科技最高新技术的一款产品，各项功能体验比带home的要好，特别是4个杨声器，音质完爆，120刷新率屏幕高清晰度惊讶，如果再有键盘加笔就完美演绎它的独特！
0.9999999841595142,喜欢,运行速度快，跑分高，现在在升级系统，第二次入手，非常喜欢，京东自营服务态度很好，物流速度也很快，超级喜欢在京东上购物，买来学习用的，主要是记笔记，看PDF，看学习视频，画画是小白想学习，加油京东，加油自己！
0.9803064853033012,喜欢,十分满意的购物体验，优惠活动不错，用了满六减六百块钱的券，而且还有京东白条十二期免息分期，感觉真的是太划算了。快递速度很快，我这是偏远地区，隔天就到了，在这要给快递小哥点个赞。打开箱子，平板拿到手后，很惊讶胡感觉。很薄，屏幕很清晰。face id解锁特好用，识别速度很快，刚开始没注意，还以为不设置锁屏，特地检查了一下设置。另外，边框很窄，相比前几代ipad，给人的感觉真的很惊艳。初步体验完美，用后再追评吧。
0.640227307657739,喜欢,产品有一点小瑕疵其它都还好
0.014752638567200993,不喜欢,Ipad pro 已经收到了，真的很给力。特别是全高屏，分辨率真的高，看了ipad回来看我的iPhone X的分辨率，简直弱爆了，真的超级喜欢。
0.9885952891373341,喜欢,隔了这么久才来评价这个半价的iPad Pro11寸2018款，本来是想蹲air3的，购物车里看到边半价就买了，都不知这个突如其来的活动，首先平板很优秀，非常喜欢这个外观，120HZ刷新率的屏幕很舒适，地表最强的A12X很牛，性能和2020款差不多，真的很薄，配上这么大的屏幕，得好好保护了，网上都说容易弯，已经买了一堆东西来做准备了！
0.9999980686940111,喜欢,不得不说，物流是真的快，预计要明天到，昨天六点下单，今天上午就到了，这体验美滋滋。再说平板，摸起来非常的舒服，大小很合适，略宽一些。操作起来很棒，运行速度极快，很酷的感觉。总之来说，很满意，很赞的购物体验。
0.999999945585056,喜欢,被颜值吸引，眼里再容不得别的款?  感谢京东神一样的速度，没有让我等得太煎熬~ 很是爱不释手，配了罗技K380蓝牙键盘鼠标一套 学习娱乐阅读健身一个都不能少。 用二代的笔写字?感觉好神奇啊 听歌效果也棒??
0.999641981372526,喜欢,买来画画用的，很有质感，单独配了笔。都说弯，我的笔直的，哈哈哈
0.9871298795098215,喜欢,外观材质：很有质感
0.9152442448852965,喜欢,屏幕效果：很清晰
0.7718475045827371,喜欢,运行速度：快的啪啪啪
0.9738183979544884,喜欢,轻薄程度：超薄
0.6937665316425038,喜欢,其他特色：贵
0.8940928725976443,喜欢,屏幕效果：120Hz的2K全面屏观感一级棒。用Apple pencil写字几乎没有延迟，效果非常好。不过用力点写屏幕会有轻微凹陷，不影响使用。
0.9920446750020657,喜欢,运行速度：系统运行流畅，反应迅速，毫无卡顿感
0.992842659188001,喜欢,轻薄程度：极致的轻薄，手感非常好
0.9972196690044791,喜欢,官网教育优惠后也要6k，京东更有性价比，送货也更快。
0.9999974768565278,喜欢,昨天晚上下单，在双十一高峰期今天就收到了，京东的服务没话说，收到之后开箱很惊艳，11寸全屏，很轻，本来想暴力拆封，苹果就是那么精致，侧面可以拆封，深灰色真的特别有质感，手感也特别好，和我的iPhone放在一起，所有问题都解决了，不需要重新@等等。画面质感特别好，256G可以放心存照片，视频，最主要的是可以看朱一龙先生，高清，全屏，可以做自己喜欢的视频，动图等等等等，好开森
0.9973059586291464,喜欢,Apple iPadPro 11，久仰大名今日买来一用，果然是iPad好搭档。找回来当年第一次用iPhone的感觉，这次换用iPhone的平板来玩一玩。
0.06905658630844902,不喜欢,客服也很棒，有问题帮忙解决，自带应用有问题删了又装了一下就好了。
0.9813099087431667,喜欢,屏幕效果：很棒很棒。
0.9957280785155864,喜欢,运行速度：很快很快。
0.9744616164981791,喜欢,轻薄程度：很轻很薄。
0.9666799143145511,喜欢,外观材质：摸起来很香。
0.9999808763677844,喜欢,宝贝当天就收到了，京东物流超级给力，开箱一看给人一种惊艳的感觉，超薄机身，全面屏完美，运行速度飞快，整体感觉非常棒！
0.9994408413058453,喜欢,买来主要做题用的，Apple pencil2挺好用的，记笔记用，不过计算还是用纸张习惯了，包装很好，洗发水一箱，加油，努力奋斗！
0.9884304173011155,喜欢,外观材质：外观颜值爆表肯定是没得说！银色一直以来都是选择不管是手机还是ipd！
0.7848089625692436,喜欢,屏幕效果：清晰，屏幕大，毕竟11英寸吗！
0.9992610641342694,喜欢,运行速度：一点都不卡，运行速度很快，飞一般的感觉
0.9973425429199179,喜欢,轻薄程度：很薄，机身屏幕大，整体效果不错，很轻，不会显得很重！
0.33753576704814425,不喜欢,其他特色：先适应一下，现在看不出来什么！有问题之后使用再来追评
0.9999999911773422,喜欢,在iPad Air3和iPad Pro两个之间徘徊了好久，本来都打算买air了，结果一咬牙最终还是决定买pro。虽然贵点但是感觉值这个价，拿到手之后感觉非常惊艳，全平衡设计看着相当舒服，现在用了一段时间了每次点亮ipad都给我一种感觉这个钱花的值?。四音响效果非常好，听觉效果很棒。第一次买苹果产品给自己用，体验还是非常不错的。A12X和120Hz配合起来相当顺滑。
0.9999994195401375,喜欢,用了一天，评价一下，最直观的感受是120hz的屏幕刷新率，流畅稳定，这是我购买的第四款ipad了，之前mini买了两代，2017iPad也有买，但这次显然是最下血本的一次。a12x的性能玩个3～5年，问题真的不大，本人购买也是大材小用了，偏向娱乐，既不学习也不画画。单纯想稳定用个几年。屏幕显示效果不错，四扬声器很饱满，最刺激我购买的还是四边等宽窄边框的设计，和理想中的ipad更加接近，不知道今年末，ipad还能迎来怎样的新产品。
0.999997698791006,喜欢,手感细腻，舒服，机身轻薄，质感非常好，简直爱不释手，11寸足够，大小适中，方便携带。
0.9999196169828831,喜欢,外观材质：圆角设计，背面平整，很有工业化的感觉，适合轻度商务办公，与以往的iPad手感完全不一样。
0.9889078525963358,喜欢,屏幕效果：屏幕很惊艳，home键取消后，看起来更舒服，整体性更好。
0.9994281729692633,喜欢,运行速度：因为没有重度使用，主要是轻度办公，感觉非常顺畅，比家里的mini4好多了。
0.8120742457692931,喜欢,轻薄程度：机身非常薄，前后平整，又轻又薄。
0.9999753893739248,喜欢,其他特色：音响效果最惊艳，看电影非常有感觉。电池续航不错，还可以当充电宝，Face ID解锁非常灵敏，各个角度都可以，完美。比安卓pad、surface用起来轻，而且好用。用了原装键盘夹后，会稍微有点重。
0.9999183480255471,喜欢,因本人轻度办公，去年购入了一台iPad Pro 11，结合新发布的iPad OS，配合原装键盘，pencil2，使用非常方便。最近boss想要配一个轻度办公的移动设备，推荐后，非常满意。
0.9912037768490172,喜欢,第一次用苹果平板，手机用的苹果，感觉系统反应很快，平板也没问题的
0.9999999920354762,喜欢,外观材质：外观设计很时尚新颖，有棱角的立体设计，材质应该是铝合金的，非常轻便，使用携带都很方便！
0.9822167884906319,喜欢,屏幕效果：屏幕很好，画质细腻，色彩还原度好！
0.9991729362913313,喜欢,运行速度：苹果?的操作系统众所周知，非常流畅，就算用很久都不会卡顿！
0.9950643432790655,喜欢,轻薄程度：非常的轻薄，比想象中还要轻薄！
0.9871058500865778,喜欢,其他特色：因为很轻薄，携带也非常方便！
0.9951663764486742,喜欢,iPad Pro 真香～哈哈，很好用，躺着看剧啥的不要太爽，无与伦比的性能，除了贵之外，其他的是真的香
0.3555493015098806,不喜欢,刚收到，还在体验后面追评，
0.9999999337952038,喜欢,使用了几天来评价，首先京东的速度没话说。pro的屏幕画面很惊艳，人脸解锁也很快，屏幕很流畅，功能也很强大，很适合学习办公，当然是不是买前生产力，买后爱奇艺还是要看自己的了哈哈，买的256内存的，64太小推荐256，音响效果也很好，如果只是办公画画的话12.9，综合体验一点的话推荐11寸。
0.9999710099514518,喜欢,目前感觉很不错。想拿来做笔记用，目前体验感还是不错的，就是笔在屏幕上打滑，等笔帽套来了，用上应该就会解决这个问题，还是很喜欢的，感觉这钱花的比较值。颜色也好看，黑色的很大气，高端的感觉，希望物尽其用
0.9993238926400018,喜欢,外观材质：高端大气上档次
0.7326805945065671,喜欢,屏幕效果：色彩鲜艳，不伤眼睛
0.9504073852894914,喜欢,运行速度：那就一个字，快，要骑马追了
0.5893090042937543,一般,轻薄程度：放在包包里，没感觉，跟一本杂志没两样
0.9950562006871658,喜欢,其他特色：信赖苹果
0.5273279941712784,一般,iPad Pro很不错，速度很快，很喜欢横向Face ID识别开机，方便多了。屏幕确实很不错，粗看不觉什么，看久了回看我的Xs，居然觉得有些渣，扶额。之前初代pro12.9寸出来时，配了Smart Keyboard，结果总是落尘，本来也不太好打，手感不好，再加上会压到屏幕有印子，这次再买2018年版的iPadpro，决定不配键盘了，自己配了一个双面磁吸夹，感觉也很好的。偶尔打字，用系统自动弹出的键盘就好。
0.9999999838175064,喜欢,从5s开始使用苹果产品，唯一的好处就是不卡，可能自身是学设计的，对颜色要求相对较高，纠结了半天，最终还是选择了11英寸的，到手感觉正好，很好用，很惊喜，全面屏看上去很舒适，京东服务很棒，隔天就收到了！体验感非常棒
0.9998337858748048,喜欢,外观材质：非常不错，很喜欢，金属感十分好，原本以为银灰的颜色没有灰色好，但是还是不错的
0.9863874810385755,喜欢,屏幕效果：很开心，屏幕效果非常好，很喜欢
0.9998091169282144,喜欢,运行速度：苹果的运行速度没话说，非常到位，十分的流畅，用起来非常舒服
0.9680693867385335,喜欢,轻薄程度：拿到手实在没想到是这么薄，还非常轻，十分喜欢，手感也非常好。
0.1875879965387064,不喜欢,想要一款好的iPad很久了！之前买的iPad五代，弄坏了之后就处理了！我觉得吧。买iPad的话，有钱的话还是买pro系列，超高的屏幕刷新率，4喇叭扬声器，全贴合屏幕，玩起来真的贼爽！我的这个是插卡版加1t存储，估计五六年都不会过时，很不错哦。很满意。
0.9855341964380033,喜欢,运行速度：12X非常流畅
0.9429492179964761,喜欢,外观材质：裸奔非常舒服
0.9762822673651022,喜欢,轻薄程度：大小合适，轻轻松松拿走
0.3055007320159513,不喜欢,使用了快2个月才回来评价，个人观点如下，仅供参考。
1.0,喜欢,我原来在高中的时候有一个ipad2那是我人生中第一个苹果设备，也是我人生中第一个平板，当时能把他用来学习的机会不多，都是看剧。在后来因为设备老化太卡了就给家里长辈了。在入这款pro我也是非常的犹豫，买64还是256，买来干什么，做什么，能给我提供什么，只能看剧吗？最终还是觉得买来做轻办公比较合适。还可以剪辑视频？A12X的强大不用说了，真的性能无敌，流畅，哪怕剪辑一小时的视频都没有任何卡顿，输出也特别快。工作之余看看其他人的作品，学习一下其他人的方法也很合适，碰巧S9 世界总决赛开打，还可以观看比手机更大的直播画面，坚定我买下他的信心。相比以前我的第一台ipad2 跨越非常大，整体来说非常不错。如果你正在犹豫是在这款，还是等接下来13x 的新款。我可以明确告诉你，看剧未来几年是没问题的，64就可以了。有特殊工作需求的，可以等等价格降低，这款也是非常不错的选择
1.0,喜欢,iPadpro 确实还是惊艳到了，真的是完美的诠释了平板的平字，整个机身除了倒角没有任何的弧度，而且不到6mm的机身非常纤薄，整体也很简洁，很有质感。拿着它确实我感觉跟之前我拿过的任何产品感觉都不太一样，正如官方所说不管你怎么拿，都很趁手。好像也根本没有上下左右之分，怎么拿都是正的，也不用担心面容 ID 的识别。整体非常硬朗，有棱有角，个人很喜欢，还是 USB-C 的接口很方便。性能很强劲，操作起来真的很流畅，也很真的很出色，看起来很细腻也很鲜艳。再有四扬声器的立体声设计，音效很棒，整体看视频的效果就不用说了。拓展接口还有与笔的搭配使用设计的也很棒。整体来说就是你用的时候，就很方便，续航能力也不错，确实是个出色
0.18399275088085965,不喜欢,双十二买的，送货很快，包装还可以，不过打开后发现电脑的盒子角部很明显得磕碰了，还好电脑没有受损，笔的包装倒是完好
0.9823626712858399,喜欢,外观材质：很轻的铝材
0.8659432480292062,喜欢,屏幕效果：显示效果很棒
0.870836193524147,喜欢,轻薄程度：确实很薄，手感就像一块薄玻璃
0.9999898193739796,喜欢,外观材质：金属材料，质感贼棒，苹果的做工就不用说了，行业顶尖水准
0.8122699966806317,喜欢,屏幕效果：2K+120hz刷新率，还有谁比这个流畅？？观看120帧的双子杀手震撼到极致
0.8168765744791392,喜欢,运行速度：A12x 天下第一
0.9933029991061266,喜欢,轻薄程度：很轻很薄，很喜欢
0.9845246401683728,喜欢,其他特色：iOS生态我很喜欢，跟AirPods无缝衔接，贼舒服
0.9693399853193579,喜欢,首先要表扬下京东的物流，在京东买过几次数码电子都是隔夜达的非常快。
0.9999860155649778,喜欢,买来给女儿上网课用的，记个笔记啦，背个单词或者它还可以当作笔记本来用，配个蓝牙键盘就行，11英寸屏幕挺大，音质特别好，平常听听音乐追个剧之类的身临其境。
0.9999998599823811,喜欢,它改掉了以往老式的充电头和充电器，充电速度快电池也扛用了！苹果的软件很好，运行速度非常快，还记得我家第一步13年买的那个iPad到现在都不卡，如果是想用的久一些还是推荐大家买苹果
0.9998703817630137,喜欢,一天就到了 我哭了 小哥态度超级棒 pro也不错 希望可以陪我读完研究生 以后就拜托你了！资金有限买了11寸的，我觉得大小已经够了，银色的也很好看！
0.9922789407752772,喜欢,还不错，屏幕看着舒服，四个扬声器声音听起来很不一样，只带了充电器，其他的啥都没有。贴了膜，感觉贴完灵敏度有受影响。faceID很方便，识别迅速。11寸用着刚刚好，12.9的特别大不方便携带，一起买了pencil，键盘过一段时间再买。没有耳机插孔，还需要买转换器或者蓝牙耳机。灰色很好看。没下载游戏，追剧体验超级棒。其他的还在适应于发现中&hellip;
0.9999809307108691,喜欢,给女儿买的，特喜欢，超薄的很轻巧，清晰度高，功能强大，大爱。
6.316980206033662e-06,不喜欢,观感很好，边角棱面分明，四周圆角，真的是平板，底面**整整的，完全贴合，本来一直纠结11寸还是12.9寸，只有一个理由，我有一个才买的Mac book pro 了，所以互补便携性，入了11寸，不后悔，够用了，11寸真的不小，图片对比，分别是x和6sp。买了后下载了一些付费app，必须要的，特别好的app提高效率，节约时间，花钱可以的。iPad 真的很方便，还是那句话，谁用谁知道。
0.999999937764913,喜欢,我一直用的是17年的pad pro，正好男票生日快到了，他的苹果四件套里，就缺个pad，所以我想给他买个新的。付定金的时候，在pro和air3之间犹豫了很久，也上网查了很多的资料，最后决定还是买pro，虽然是18年生产的，但是新款还没出来呀。这个pro手感挺好的，很薄，比我的薄，而且由于支持的面部识别，所以看起来屏幕比我的要大一圈那种，就像个电脑一样。我其实觉得新款的比我好看，更有设计的科技感。男票收到的时候很开心，特别感动，所以我也开心！
0.39552012590266605,不喜欢,外观材质：黑黑的 不知道啥材质
0.3834393939633369,不喜欢,屏幕效果：灵敏！人性化
0.9260432291519205,喜欢,运行速度：快哦！
0.9847611060097056,喜欢,轻薄程度：很轻薄
0.825000370705544,喜欢,其他特色：造型简约 刷脸解锁很方便
0.9999999958744803,喜欢,宝贝刚到手，金属机身，摸着很凉，手感很好，轻薄，最主要喜欢这款平板的原因是它处理器很强大，比高通和麒麟的都要强。今天入手了这个机器，真是性能之王。
0.9996735166544365,喜欢,外观材质：非常的漂亮 设计理念完美
0.5023145210016652,一般,屏幕效果：显示效果出类拔萃
0.9994616585330366,喜欢,运行速度：流畅 富裕的配置 可使用5年以上
0.9890437919150198,喜欢,机器是好机器 京东的外号也名不虚传
0.9999989609580724,喜欢,外观材质：这一代的iPad Pro确实很漂亮，做工很精细，简直就是艺术品，关键是屏幕没有刘海，原来买的iPhoneX的刘海屏太难看了；
0.9946371905306749,喜欢,屏幕效果：屏幕的分辨率很舒服，感觉比iPhoneX的要色彩更丰富一点，看电影很爽，有种在电影院的感觉；
0.9978785039778506,喜欢,运行速度：运行速度是没得说，非常快速，一点就进去了，一点都不带卡的，说实话买这个就是看看电影确实有点性能过剩了；
0.9708886137678571,喜欢,轻薄程度：非常轻薄，我家里有一台iPad Air2是10.5英寸，这新一代iPad Pro11英寸，竟然还要小一圈，电池容量大多了，还更薄了。真的是全方面升级；
0.9974504015157775,喜欢,买的时候刚好赶上双11，价格非常实惠，很满意，送货速度贼快，特意使用了一个月才来评价，希望对大家有帮助。
0.9211548144260836,喜欢,轻薄程度：算很重，不过手捧久了还是会累，比较薄，建议还是买个带支撑功能的保护套使用。
0.6443835023871859,喜欢,外观材质： 比起以前的ipad好看很多，边框收窄，face id 好用又快。四边变得平整，手捧不再硌手。
0.7441597995193435,喜欢,屏幕效果：显示效果偏真实，不会很浓艳，原彩显示功能打开了对眼睛很友好。
0.9924019677992685,喜欢,运行速度：系统还有操作起来都很顺滑流畅，稳定没有什么问题。
0.9961057707091083,喜欢,其他特色：外放效果不错，看电影爽。电池比较耐用，中度使用一天没什么问题。
0.9999999999857514,喜欢,iPad pro的确是名不虚传，机身纤薄，重量适中，单手拿在手里也非常合适，apple的设计真的不错，任何产品都是非常有设计感，让人一拿到手就不愿放下。运行速度非常快，app用起来极为流畅，没有卡顿，再配上pencil，无论是记笔记还是画图，都很方便。显示细腻，色彩饱满，还有立体声效果非常赞。11寸就很好了，用起来一点也不觉得小。很好，很满意！
0.9998979989806687,喜欢,观望了很久，6.1到手，价格实在太美了，ipad到手使用了一段时间。pro用起来真的很舒服，不管是娱乐还是学习都是超一流的平台，配上官网买的笔完美，pro唯一的缺点应该就是续航了，处理器强大带来的后果是续航很差劲，持续操弄一下就没电了，基本上一天一冲。
0.995425977706896,喜欢,外观材质：金属机身外，质感好，看起来高大上
0.2611300067068538,不喜欢,屏幕效果：iPad Pro屏幕是最好的，比所有iPad屏幕都漂亮，还原色真实色彩，主要是2k屏幕显示，又是全贴合屏幕，刷新率是120Hz，刷网页看图片玩游戏，超级流畅的
0.9972332222868657,喜欢,运行速度：2018款Pro 是4G运行内存，很快很快，1T储存的Pro是6G运行内存
0.6952515159012115,喜欢,轻薄程度：500克内，不足一斤，带出门不会很重，携带方便
0.9276253555820252,喜欢,其他特色：能用apple pencil2代，也能苹果最新轻盈键盘，现在的iPad Pro简直就差不多接近笔记本电脑，值得购买
0.9999977276169402,喜欢,买之前还很犹豫到底买pro  11寸的还是pro  12.9寸的，或者买air，但是认真想了一下，air只能用一代的笔，一代笔充电。。我怕我会折断，还是买二代吧，配pro刚刚好，下单以后超级激动，第二天就收到了，苹果果然一如既往的高档，包装也非常安好，用了几天感觉还不错，很流畅，特地过了一个月过来评价，很好用，艺术生友好哈哈哈，看电视剧还是打游戏，做ppt都很好用，强烈推荐！！！！
0.9120390520659273,喜欢,iPadPro第一代出来时候就想买，性能太强了，就喜欢那4扬声器，尺寸大的太大，小的有小，结果没买，直到出来2代发现11寸这个款就是我想要的尺寸，而且还用全面屏和面部识别加持，CPU方面不用考虑，苹果一定会给Pro最好的，回到机子本身生产力可能还没正在意义上的加载到Pro上，但padOS或许能带来改变。不管怎么说买前生产力，买后爱奇艺这话一点没错，不光爱奇艺，还有~呀！优酷呀！央视呀！真香。最后特别说说，京东618买这玩意真实惠，我实付6499，比官网便宜1千，超开心。
0.4909517596107683,一般,外观材质：新的ipad pro缩小了边框，使得11的这款机器看着和9.7的差不多，但是屏幕大了好多。
0.47074888901429235,一般,屏幕效果：屏幕素质没有肉眼可见的变化。
0.7849086835737045,喜欢,运行速度：运行速度超级快，而且120hz的屏幕刷新率让你适应了这个，看普通的ipad很卡的感觉。完和平精英可以调高帧率模式。
0.9011104612727828,喜欢,屏幕效果：很棒
0.8700361984262033,喜欢,运行速度：还可以
0.8762492363043232,喜欢,轻薄程度：很薄
0.9989177018635196,喜欢,其他特色：希望我能发挥到物超所值 配了pencil画画很棒
0.9992250810155668,喜欢,手感很好 苹果一贯的精工细作，用习惯了没法换系统。这次犹豫了半天，还是买了Pro系列，嗯，没太感受出来，比原来的iPad特别在哪里，主要是和现在的iPhone x嗯比较匹配，没有home键，用起来也比较方便，配了一个带键盘的保护套非常好用，孩子用它上课操作也很简单
